"","GoodStudent","Age","SocioEcon","RiskAversion","VehicleYear","ThisCarDam","RuggedAuto","Accident","MakeModel","DrivQuality","Mileage","Antilock","DrivingSkill","SeniorTrain","ThisCarCost","Theft","CarValue","HomeBase","AntiTheft","PropCost","OtherCarCost","OtherCar","MedCost","Cushioning","Airbag","ILiCost","DrivHist"
"8470","False","Adult","Prole","Normal","Older","None","Football","None","FamilySedan","Excellent","TwentyThou","False","Expert","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"8471","True","Adolescent","UpperMiddle","Adventurous","Current","None","EggShell","None","Economy","Poor","FiveThou","False","Normal","False","Thousand","False","TenThou","Suburb","False","TenThou","Thousand","True","Thousand","Poor","True","Thousand","Zero"
"8472","False","Adult","Prole","Adventurous","Older","Mild","EggShell","Mild","Economy","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Fair","False","Thousand","Many"
"8473","False","Adult","Prole","Adventurous","Current","None","EggShell","None","SportsCar","Poor","FiftyThou","True","SubStandard","False","Thousand","False","TwentyThou","City","False","Thousand","Thousand","True","Thousand","Fair","True","Thousand","Many"
"8474","False","Senior","Prole","Normal","Older","None","EggShell","None","SportsCar","Excellent","Domino","False","Expert","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"8475","False","Adult","UpperMiddle","Adventurous","Current","None","EggShell","None","SportsCar","Excellent","TwentyThou","True","Normal","False","Thousand","False","FiftyThou","Secure","False","Thousand","Thousand","True","Thousand","Poor","True","Thousand","Zero"
"8476","False","Senior","Middle","Cautious","Older","None","Football","None","FamilySedan","Excellent","FiveThou","False","Expert","True","Thousand","False","FiveThou","Secure","True","Thousand","Thousand","True","Thousand","Good","False","Thousand","Zero"
"8477","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","Domino","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"8478","False","Senior","Prole","Cautious","Older","None","EggShell","None","Economy","Excellent","TwentyThou","False","Expert","False","Thousand","False","FiveThou","City","True","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"8479","False","Adult","Prole","Adventurous","Current","None","Football","None","Economy","Excellent","TwentyThou","False","Normal","False","Thousand","False","TenThou","City","False","TenThou","Thousand","False","Thousand","Fair","True","Thousand","Zero"
"8480","False","Adolescent","Prole","Adventurous","Older","None","Football","None","FamilySedan","Poor","FiveThou","False","SubStandard","False","Thousand","False","TenThou","Rural","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Many"
"8481","False","Adult","UpperMiddle","Normal","Current","Severe","Football","Severe","Economy","Poor","FiveThou","False","SubStandard","False","TenThou","False","TenThou","Rural","True","TenThou","Thousand","True","Thousand","Excellent","True","Thousand","Many"
"8482","False","Adult","Prole","Adventurous","Older","None","Tank","None","FamilySedan","Excellent","FiftyThou","False","Expert","False","Thousand","False","FiveThou","City","False","TenThou","Thousand","True","Thousand","Excellent","False","Thousand","Zero"
"8483","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","Rural","False","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"8484","False","Adult","Middle","Normal","Older","None","Tank","None","FamilySedan","Poor","FiveThou","False","SubStandard","False","Thousand","False","TwentyThou","Suburb","False","Thousand","Thousand","False","Thousand","Good","False","Thousand","Many"
"8485","False","Adult","Middle","Normal","Older","None","Tank","None","FamilySedan","Excellent","FiftyThou","False","Expert","False","Thousand","False","TwentyThou","Suburb","False","TenThou","Thousand","False","Thousand","Excellent","False","Thousand","Zero"
"8486","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiveThou","Suburb","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"8487","False","Senior","UpperMiddle","Cautious","Current","None","Football","None","FamilySedan","Normal","FiftyThou","False","Normal","True","Thousand","False","TwentyThou","Secure","True","TenThou","Thousand","False","Thousand","Good","True","Thousand","Zero"
"8488","False","Adult","Middle","Adventurous","Older","None","EggShell","None","Economy","Excellent","TwentyThou","False","Normal","False","Thousand","False","TenThou","City","False","TenThou","Thousand","True","Thousand","Poor","False","Thousand","Many"
"8489","False","Adolescent","Middle","Adventurous","Older","Moderate","Football","Moderate","FamilySedan","Poor","TwentyThou","False","Normal","False","TenThou","False","TenThou","Suburb","False","TenThou","Thousand","True","Thousand","Good","False","Thousand","Zero"
"8490","False","Adult","UpperMiddle","Normal","Current","None","EggShell","None","Luxury","Normal","FiftyThou","True","Normal","False","Thousand","False","FiftyThou","Rural","True","Thousand","Thousand","True","Thousand","Poor","True","Thousand","Zero"
"8491","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","Domino","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"8492","False","Adolescent","Prole","Adventurous","Current","Severe","Football","Severe","Economy","Poor","FiftyThou","False","Normal","False","TenThou","False","TenThou","City","False","TenThou","TenThou","False","Thousand","Excellent","True","Thousand","One"
"8493","False","Senior","Prole","Cautious","Older","None","EggShell","None","Economy","Excellent","TwentyThou","False","Normal","True","Thousand","False","TenThou","City","True","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"8494","False","Adult","Prole","Normal","Older","None","Tank","None","FamilySedan","Excellent","TwentyThou","False","Expert","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Excellent","False","Thousand","Zero"
"8495","False","Senior","Prole","Cautious","Older","None","EggShell","None","Economy","Excellent","TwentyThou","False","Normal","True","Thousand","False","FiveThou","City","True","Thousand","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"8496","False","Adolescent","Prole","Adventurous","Older","Moderate","EggShell","Moderate","Economy","Poor","FiftyThou","False","SubStandard","False","TenThou","False","FiveThou","City","False","TenThou","Thousand","False","Thousand","Poor","True","Thousand","Many"
"8497","False","Senior","Middle","Cautious","Older","None","Tank","None","FamilySedan","Normal","FiftyThou","False","Normal","True","Thousand","False","FiveThou","Secure","True","Thousand","Thousand","True","Thousand","Good","False","Thousand","Zero"
"8498","False","Adult","Prole","Cautious","Older","Severe","EggShell","Severe","Economy","Poor","TwentyThou","False","SubStandard","False","TenThou","False","FiveThou","City","True","TenThou","TenThou","False","Thousand","Fair","False","TenThou","Zero"
"8499","False","Adolescent","Middle","Cautious","Older","None","Tank","None","FamilySedan","Poor","TwentyThou","False","SubStandard","False","Thousand","False","TenThou","Secure","True","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","One"
"8500","False","Adult","Prole","Cautious","Older","None","EggShell","None","SportsCar","Normal","FiftyThou","True","Normal","False","Thousand","False","TenThou","City","True","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Many"
"8501","False","Adult","Prole","Adventurous","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","Suburb","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","One"
"8502","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","FiveThou","False","Normal","False","Thousand","False","FiveThou","City","False","TenThou","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"8503","False","Adolescent","Prole","Cautious","Older","None","EggShell","None","Economy","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiveThou","City","True","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Many"
"8504","True","Adolescent","Middle","Normal","Older","Severe","Football","Severe","FamilySedan","Poor","FiftyThou","False","SubStandard","False","HundredThou","False","TwentyThou","Suburb","True","HundredThou","HundredThou","True","Million","Fair","False","TenThou","One"
"8505","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","Domino","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"8506","False","Senior","UpperMiddle","Cautious","Current","None","EggShell","None","SportsCar","Poor","TwentyThou","True","SubStandard","True","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","True","Thousand","Poor","True","Thousand","One"
"8507","False","Senior","Middle","Normal","Older","None","EggShell","None","Economy","Excellent","FiftyThou","False","Expert","True","Thousand","False","FiveThou","Suburb","True","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"8508","False","Adolescent","Prole","Normal","Older","Moderate","EggShell","Mild","Economy","Poor","TwentyThou","False","SubStandard","False","TenThou","False","TenThou","City","False","TenThou","Thousand","False","HundredThou","Poor","False","Thousand","Many"
"8509","False","Adult","Prole","Cautious","Older","Mild","EggShell","Mild","Economy","Poor","TwentyThou","False","SubStandard","False","TenThou","False","TenThou","City","True","TenThou","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"8510","False","Adolescent","Prole","Adventurous","Older","None","EggShell","None","Economy","Excellent","TwentyThou","False","Normal","False","Thousand","False","TenThou","Rural","False","Thousand","Thousand","False","Thousand","Poor","False","Thousand","One"
"8511","False","Senior","Prole","Cautious","Older","None","EggShell","None","Economy","Poor","TwentyThou","False","SubStandard","True","Thousand","False","FiveThou","Suburb","True","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"8512","False","Adult","Prole","Normal","Older","Severe","EggShell","Severe","Economy","Poor","FiftyThou","False","SubStandard","False","TenThou","False","FiveThou","City","False","HundredThou","TenThou","False","Million","Poor","False","Thousand","One"
"8513","False","Senior","Prole","Cautious","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","True","Thousand","False","FiveThou","City","True","Thousand","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"8514","False","Adult","UpperMiddle","Normal","Current","None","Tank","None","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","TwentyThou","Suburb","True","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"8515","False","Senior","Middle","Cautious","Older","None","EggShell","None","Economy","Normal","FiveThou","False","Normal","True","Thousand","False","TenThou","Secure","True","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"8516","False","Senior","UpperMiddle","Cautious","Older","None","Tank","None","Luxury","Normal","TwentyThou","False","Normal","True","Thousand","False","FiftyThou","Secure","True","Thousand","Thousand","True","Thousand","Good","False","Thousand","Zero"
"8517","True","Adolescent","UpperMiddle","Adventurous","Current","None","Football","None","Luxury","Excellent","TwentyThou","True","Expert","False","Thousand","False","FiftyThou","City","False","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"8518","False","Senior","UpperMiddle","Adventurous","Current","None","Football","None","Luxury","Normal","TwentyThou","True","Normal","False","Thousand","False","FiftyThou","City","False","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"8519","False","Adult","UpperMiddle","Normal","Current","None","Tank","Mild","Luxury","Poor","TwentyThou","True","SubStandard","False","Thousand","False","FiftyThou","Secure","False","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Many"
"8520","True","Adolescent","UpperMiddle","Adventurous","Current","None","Tank","None","Luxury","Normal","FiftyThou","True","Normal","False","Thousand","False","FiftyThou","Suburb","False","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","One"
"8521","False","Adult","UpperMiddle","Normal","Older","None","Football","None","Luxury","Normal","FiftyThou","False","Normal","False","Thousand","False","TenThou","Secure","True","Thousand","Thousand","True","Thousand","Fair","True","Thousand","Zero"
"8522","False","Adult","Prole","Normal","Older","None","Football","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","Rural","False","TenThou","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"8523","False","Adult","Middle","Cautious","Older","None","EggShell","None","FamilySedan","Excellent","FiftyThou","False","Expert","False","Thousand","False","FiveThou","Secure","True","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"8524","False","Adult","Middle","Normal","Older","None","EggShell","None","SportsCar","Normal","Domino","False","Normal","False","Thousand","False","TenThou","Secure","True","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"8525","False","Senior","UpperMiddle","Normal","Older","None","Football","None","Luxury","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Suburb","True","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"8526","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","City","False","TenThou","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"8527","False","Adult","Prole","Cautious","Older","None","EggShell","None","SportsCar","Normal","FiveThou","True","Normal","False","Thousand","False","TenThou","City","True","TenThou","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"8528","False","Adolescent","Middle","Adventurous","Older","None","Tank","None","FamilySedan","Poor","FiveThou","False","SubStandard","False","Thousand","False","TwentyThou","Suburb","False","Thousand","Thousand","True","Thousand","Good","False","Thousand","Many"
"8529","False","Adult","Middle","Normal","Older","None","Football","None","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Suburb","False","Thousand","Thousand","True","Thousand","Fair","True","Thousand","Zero"
"8530","False","Senior","Prole","Normal","Older","None","Football","None","Economy","Normal","Domino","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"8531","False","Senior","Middle","Cautious","Current","Severe","Football","Severe","FamilySedan","Poor","FiftyThou","True","SubStandard","True","HundredThou","False","TwentyThou","Secure","True","HundredThou","HundredThou","True","Thousand","Excellent","True","Thousand","One"
"8532","False","Adult","Middle","Adventurous","Older","None","Tank","None","FamilySedan","Excellent","TwentyThou","False","Expert","False","Thousand","False","FiveThou","Suburb","False","Thousand","Thousand","False","Thousand","Good","False","Thousand","Zero"
"8533","False","Adolescent","UpperMiddle","Normal","Current","None","Football","None","Luxury","Normal","TwentyThou","True","Normal","False","Thousand","False","FiftyThou","Suburb","False","TenThou","Thousand","True","Thousand","Good","True","Thousand","Zero"
"8534","False","Adult","Middle","Adventurous","Older","None","EggShell","None","Economy","Excellent","Domino","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"8535","False","Adult","Middle","Normal","Older","None","Tank","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","Suburb","False","TenThou","Thousand","True","Thousand","Good","False","Thousand","Zero"
"8536","False","Adult","UpperMiddle","Normal","Current","None","Football","None","FamilySedan","Normal","TwentyThou","True","Normal","False","Thousand","False","TwentyThou","Secure","True","TenThou","Thousand","True","Thousand","Good","True","Thousand","Zero"
"8537","False","Adolescent","Prole","Normal","Older","None","Football","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Good","False","Thousand","Many"
"8538","False","Adult","Prole","Cautious","Current","Severe","EggShell","Severe","Economy","Poor","TwentyThou","False","SubStandard","False","TenThou","False","TenThou","Rural","True","TenThou","Thousand","False","TenThou","Fair","True","Thousand","Zero"
"8539","False","Adult","Prole","Cautious","Older","Mild","EggShell","Mild","Economy","Poor","FiveThou","False","SubStandard","False","Thousand","False","TenThou","City","True","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"8540","False","Senior","Prole","Normal","Current","None","Football","None","Economy","Normal","FiveThou","False","Normal","True","Thousand","False","TenThou","City","False","Thousand","Thousand","False","Thousand","Excellent","True","Thousand","Zero"
"8541","False","Adult","Middle","Normal","Older","None","Tank","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","TwentyThou","Suburb","False","TenThou","Thousand","True","Thousand","Excellent","False","Thousand","Zero"
"8542","False","Senior","Prole","Normal","Current","None","Football","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","City","False","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"8543","False","Senior","Prole","Adventurous","Older","Severe","Football","Severe","Economy","Poor","TwentyThou","False","Normal","False","TenThou","False","FiveThou","City","False","HundredThou","HundredThou","False","TenThou","Fair","False","Thousand","Zero"
"8544","False","Adolescent","Prole","Adventurous","Older","Mild","EggShell","Mild","SportsCar","Poor","FiftyThou","False","SubStandard","False","TenThou","False","TenThou","Rural","False","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Many"
"8545","False","Adult","Middle","Normal","Older","None","Football","None","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Rural","True","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"8546","False","Adult","Middle","Normal","Current","None","EggShell","None","Economy","Excellent","TwentyThou","False","Expert","False","Thousand","False","TenThou","Suburb","False","TenThou","Thousand","True","Thousand","Poor","True","Thousand","Zero"
"8547","False","Adult","Middle","Adventurous","Older","None","Football","None","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","TwentyThou","Suburb","False","Thousand","Thousand","True","Thousand","Good","True","Thousand","Many"
"8548","False","Adult","Prole","Normal","Older","None","EggShell","None","SportsCar","Normal","FiftyThou","False","Normal","False","Thousand","False","TenThou","City","False","TenThou","Thousand","False","Thousand","Poor","False","Thousand","One"
"8549","False","Adult","Middle","Normal","Older","None","Football","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","Rural","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"8550","False","Adolescent","Prole","Adventurous","Older","None","EggShell","None","Economy","Excellent","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","TenThou","Thousand","False","Thousand","Fair","False","Thousand","Many"
"8551","False","Adult","Prole","Normal","Older","None","EggShell","None","SportsCar","Normal","FiftyThou","True","Normal","False","Thousand","False","TwentyThou","City","False","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"8552","False","Adult","Prole","Normal","Older","None","Tank","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","City","False","Thousand","Thousand","True","Thousand","Good","False","Thousand","Zero"
"8553","False","Adult","Middle","Normal","Current","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","TenThou","Suburb","False","Thousand","Thousand","True","Thousand","Poor","True","Thousand","Zero"
"8554","True","Adolescent","Middle","Normal","Older","Severe","Tank","Severe","FamilySedan","Poor","FiftyThou","False","SubStandard","False","TenThou","False","FiveThou","Rural","False","HundredThou","HundredThou","True","Thousand","Excellent","False","Thousand","Many"
"8555","False","Adult","Middle","Normal","Current","Moderate","Football","Moderate","Economy","Normal","TwentyThou","False","Normal","False","TenThou","False","TenThou","Suburb","False","TenThou","TenThou","True","Thousand","Excellent","True","Thousand","Zero"
"8556","False","Senior","Prole","Cautious","Current","None","EggShell","None","Economy","Poor","TwentyThou","False","SubStandard","False","Thousand","False","TenThou","City","True","TenThou","Thousand","True","Thousand","Good","True","Thousand","Zero"
"8557","False","Adult","Prole","Normal","Current","None","Football","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","City","False","TenThou","Thousand","False","Thousand","Excellent","True","Thousand","One"
"8558","False","Adult","Middle","Normal","Current","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","Secure","False","Thousand","Thousand","True","Thousand","Fair","True","Thousand","Zero"
"8559","False","Adult","Prole","Normal","Current","None","EggShell","None","SportsCar","Excellent","TwentyThou","True","Expert","False","Thousand","False","TwentyThou","City","False","TenThou","Thousand","False","Thousand","Good","True","Thousand","Zero"
"8560","False","Adult","Prole","Adventurous","Older","Severe","EggShell","Severe","SportsCar","Poor","TwentyThou","False","Normal","False","TenThou","False","TenThou","Rural","False","HundredThou","HundredThou","True","Thousand","Poor","False","Thousand","Zero"
"8561","False","Senior","Prole","Cautious","Older","None","EggShell","None","Economy","Excellent","FiveThou","False","Expert","True","Thousand","False","TenThou","City","True","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"8562","False","Senior","UpperMiddle","Cautious","Older","None","Football","None","Luxury","Poor","TwentyThou","True","SubStandard","True","Thousand","False","FiftyThou","Secure","True","Thousand","Thousand","True","Thousand","Fair","False","Thousand","One"
"8563","False","Adult","Wealthy","Adventurous","Current","None","Football","None","Luxury","Excellent","TwentyThou","True","Normal","False","Thousand","False","FiftyThou","Secure","False","TenThou","Thousand","False","Thousand","Good","True","Thousand","One"
"8564","False","Adult","UpperMiddle","Adventurous","Current","None","EggShell","None","SportsCar","Normal","Domino","True","Normal","False","Thousand","False","TwentyThou","City","False","Thousand","Thousand","True","Thousand","Poor","True","Thousand","One"
"8565","False","Adult","Prole","Adventurous","Older","None","EggShell","None","Economy","Excellent","TwentyThou","False","Normal","False","Thousand","False","TenThou","City","False","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Many"
"8566","False","Adult","Prole","Cautious","Older","None","EggShell","None","Economy","Excellent","FiftyThou","False","Expert","False","Thousand","False","FiveThou","City","True","Thousand","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"8567","False","Adolescent","Prole","Adventurous","Older","None","EggShell","None","Economy","Poor","TwentyThou","False","SubStandard","False","Thousand","False","TenThou","City","False","TenThou","Thousand","False","Thousand","Poor","False","Thousand","Many"
"8568","False","Adult","UpperMiddle","Normal","Current","Mild","Football","Mild","FamilySedan","Poor","FiveThou","True","SubStandard","False","Thousand","False","TenThou","Suburb","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","Many"
"8569","False","Senior","Prole","Normal","Older","None","Tank","None","FamilySedan","Normal","FiftyThou","False","Normal","True","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Excellent","True","Thousand","Zero"
"8570","False","Adult","Prole","Normal","Current","None","Football","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","City","False","TenThou","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"8571","False","Adolescent","Prole","Adventurous","Older","Severe","EggShell","Severe","Economy","Poor","FiftyThou","False","SubStandard","False","TenThou","False","FiveThou","Rural","False","TenThou","TenThou","False","TenThou","Poor","False","Thousand","Many"
"8572","False","Adult","Prole","Normal","Current","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","TwentyThou","City","False","Thousand","Thousand","False","Thousand","Poor","True","Thousand","Zero"
"8573","False","Adolescent","Middle","Normal","Older","Moderate","Football","Moderate","FamilySedan","Poor","TwentyThou","False","SubStandard","False","TenThou","False","TenThou","Secure","True","HundredThou","Thousand","True","Thousand","Good","False","Thousand","Many"
"8574","False","Adult","Middle","Normal","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Secure","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"8575","False","Adolescent","Prole","Adventurous","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Expert","False","Thousand","False","TenThou","City","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"8576","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Excellent","TwentyThou","False","Expert","False","Thousand","False","FiveThou","City","False","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"8577","False","Adult","Prole","Adventurous","Older","None","EggShell","None","SportsCar","Normal","TwentyThou","False","Expert","False","Thousand","False","TenThou","City","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"8578","False","Adolescent","Middle","Normal","Current","Severe","Football","Severe","FamilySedan","Poor","TwentyThou","False","SubStandard","False","HundredThou","False","TwentyThou","Secure","False","Million","HundredThou","True","Thousand","Excellent","True","Thousand","Many"
"8579","False","Senior","UpperMiddle","Cautious","Current","None","Football","None","Luxury","Normal","FiftyThou","True","Normal","True","Thousand","False","FiftyThou","Secure","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"8580","False","Adolescent","Middle","Normal","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Suburb","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"8581","False","Adult","Middle","Cautious","Older","None","Tank","Mild","FamilySedan","Poor","TwentyThou","False","SubStandard","False","Thousand","False","FiveThou","Secure","True","Thousand","Thousand","True","Thousand","Good","False","Thousand","Many"
"8582","False","Adolescent","Middle","Normal","Current","Severe","EggShell","Severe","SportsCar","Normal","TwentyThou","True","Normal","False","HundredThou","False","FiftyThou","Suburb","True","HundredThou","TenThou","True","Thousand","Good","True","Thousand","Zero"
"8583","False","Senior","UpperMiddle","Cautious","Current","None","Tank","None","FamilySedan","Excellent","TwentyThou","True","Expert","True","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"8584","False","Adult","Prole","Normal","Current","None","EggShell","None","Economy","Normal","Domino","False","Normal","False","Thousand","False","TenThou","City","False","Thousand","Thousand","False","Thousand","Poor","True","Thousand","Zero"
"8585","False","Adolescent","Prole","Normal","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Rural","False","TenThou","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"8586","False","Adult","Prole","Normal","Older","None","Tank","None","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","TenThou","City","False","Thousand","Thousand","False","Thousand","Good","False","Thousand","Zero"
"8587","False","Senior","Middle","Cautious","Current","None","Football","None","FamilySedan","Excellent","FiftyThou","True","Normal","True","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","False","Thousand","Excellent","True","Thousand","Zero"
"8588","False","Senior","Middle","Normal","Older","None","Tank","None","FamilySedan","Normal","TwentyThou","False","Normal","True","Thousand","False","FiveThou","Secure","False","TenThou","Thousand","True","Thousand","Excellent","False","Thousand","Zero"
"8589","False","Senior","Middle","Normal","Older","None","Football","None","FamilySedan","Normal","FiftyThou","False","Normal","True","Thousand","False","FiveThou","Suburb","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"8590","False","Senior","Middle","Cautious","Older","None","Tank","None","FamilySedan","Excellent","FiveThou","False","Expert","True","Thousand","False","FiveThou","Secure","True","TenThou","Thousand","True","Thousand","Good","False","Thousand","Zero"
"8591","False","Adult","Middle","Cautious","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","Secure","True","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"8592","False","Senior","UpperMiddle","Normal","Current","None","EggShell","None","SportsCar","Excellent","FiveThou","True","Expert","False","Thousand","False","TwentyThou","Rural","True","Thousand","Thousand","True","Thousand","Fair","True","Thousand","Zero"
"8593","True","Adolescent","UpperMiddle","Adventurous","Current","None","Football","None","FamilySedan","Normal","FiftyThou","True","Normal","False","Thousand","False","TwentyThou","Suburb","False","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"8594","False","Adult","Middle","Adventurous","Current","Moderate","Football","Moderate","FamilySedan","Poor","FiftyThou","True","SubStandard","False","HundredThou","False","TwentyThou","Suburb","False","HundredThou","Thousand","True","Thousand","Good","True","Thousand","Many"
"8595","False","Adolescent","Middle","Normal","Older","None","EggShell","None","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Suburb","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"8596","False","Senior","Prole","Cautious","Older","None","EggShell","None","Economy","Excellent","TwentyThou","False","Expert","True","Thousand","False","FiveThou","City","True","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"8597","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Poor","TwentyThou","False","SubStandard","False","Thousand","False","FiveThou","City","False","TenThou","Thousand","True","Thousand","Poor","True","Thousand","Many"
